Wall time,Step,Value
1669428530.337065,0,1.7738208770751953
1669428563.19093,1,0.7249532341957092
1669428593.246497,2,0.5112621784210205
1669428621.559946,3,0.39487579464912415
1669428650.403763,4,0.3117864727973938
1669428679.802439,5,0.2513519823551178
1669428711.805997,6,0.19999781250953674
1669428740.713988,7,0.18103480339050293
1669428770.050397,8,0.15696729719638824
1669428798.316027,9,0.14424516260623932
1669428829.071423,10,0.12998650968074799
1669428858.48077,11,0.11860288679599762
1669428886.736704,12,0.11698662489652634
1669428916.400223,13,0.10645925998687744
1669428946.836831,14,0.10785520076751709
1669428976.502688,15,0.11440838128328323
1669429007.166146,16,0.1094515323638916
1669429037.644864,17,0.10340972989797592
1669429068.051055,18,0.09858325868844986
1669429097.9834,19,0.0919339582324028
1669429125.943838,20,0.09303909540176392
1669429154.119371,21,0.09845037013292313
1669429183.052134,22,0.09213868528604507
1669429211.977319,23,0.10204679518938065
1669429240.622684,24,0.0957210510969162
1669429268.650939,25,0.08933457732200623
1669429296.616272,26,0.08869863301515579
1669429325.32493,27,0.0873899906873703
1669429354.995674,28,0.09067019820213318
1669429383.83665,29,0.09104271978139877
1669429411.725107,30,0.09078206866979599
1669429440.918069,31,0.10014776140451431
1669429468.457571,32,0.09539595246315002
1669429497.429719,33,0.09215085208415985
1669429526.435472,34,0.08681485801935196
1669429554.14185,35,0.09408511966466904
1669429582.790009,36,0.08227046579122543
1669429611.694719,37,0.08547960966825485
1669429639.574675,38,0.07934964448213577
1669429669.406919,39,0.07563987374305725
1669429697.835177,40,0.08130870759487152
1669429725.839628,41,0.07831514626741409
1669429754.67865,42,0.08199474215507507
1669429782.283191,43,0.08760774880647659
1669429810.128531,44,0.07831709086894989
1669429838.960556,45,0.08739038556814194
1669429867.609241,46,0.09088081121444702
1669429895.229956,47,0.08498648554086685
1669429923.936191,48,0.08794344216585159
1669429953.914157,49,0.08084052056074142
1669429981.452743,50,0.08852541446685791
1669430009.503304,51,0.07777877897024155
1669430039.966521,52,0.07775739580392838
1669430068.970858,53,0.08289718627929688
1669430096.908929,54,0.07372051477432251
1669430125.889975,55,0.07475089281797409
1669430156.016715,56,0.07530850917100906
1669430183.881455,57,0.06942910701036453
1669430214.370713,58,0.07439089566469193
1669430242.014899,59,0.07811640948057175
1669430272.018029,60,0.0661194771528244
1669430299.834158,61,0.07232388108968735
1669430329.022051,62,0.06729891151189804
1669430358.588418,63,0.07279296219348907
1669430386.269824,64,0.07495472580194473
1669430413.801746,65,0.06917798519134521
1669430442.498468,66,0.07716581970453262
1669430469.993983,67,0.07418884336948395
1669430499.919241,68,0.07564301043748856
1669430527.478955,69,0.06685718894004822
1669430555.330698,70,0.06994181871414185
1669430584.056387,71,0.07755482941865921
1669430614.681746,72,0.08036348968744278
1669430642.501837,73,0.07303092628717422
1669430672.524017,74,0.069258913397789
1669430700.764009,75,0.06985815614461899
1669430729.064861,76,0.0671192854642868
1669430759.11004,77,0.07168978452682495
1669430786.705516,78,0.07005447149276733
1669430815.409003,79,0.0731099396944046
1669430844.776108,80,0.07260935008525848
1669430872.36215,81,0.07170417159795761
1669430901.175306,82,0.0681445449590683
1669430929.959272,83,0.07265698909759521
1669430959.765091,84,0.06704393774271011
1669430988.697874,85,0.07283717393875122
1669431016.706745,86,0.07391073554754257
1669431044.276703,87,0.0726017951965332
1669431071.968781,88,0.06053735688328743
1669431099.581824,89,0.06925389170646667
1669431128.873472,90,0.06878810375928879
1669431156.891285,91,0.06583558022975922
1669431185.705558,92,0.07175704091787338
1669431215.186286,93,0.06446880102157593
1669431242.590314,94,0.06951548159122467
1669431270.18966,95,0.06567731499671936
1669431298.122573,96,0.07411717623472214
1669431325.903283,97,0.06636876612901688
1669431354.468666,98,0.06480014324188232
1669431381.827358,99,0.07539195567369461
